file,class
n02091244_119.jpg,dog
0341.jpg,bird
train_00607.jpg,car
0960.jpg,bird
train_00538.jpg,car
n02099712_607.jpg,dog
0616.jpg,bird
train_00474.jpg,car
train_00294.jpg,car
train_00483.jpg,car
0719.jpg,bird
0282.jpg,bird
0781.jpg,bird
train_00097.jpg,car
n02091467_235.jpg,dog
0327.jpg,bird
0936.jpg,bird
n02097047_263.jpg,dog
1024.jpg,bird
n02090721_448.jpg,dog
train_00837.jpg,car
train_00916.jpg,car
train_00784.jpg,car
train_00631.jpg,car
0880.jpg,bird
train_00938.jpg,car
train_00695.jpg,car
train_00359.jpg,car
train_00367.jpg,car
0457.jpg,bird
train_00318.jpg,car
0106.jpg,bird
n02093859_184.jpg,dog
n02088632_190.jpg,dog
0980.jpg,bird
train_00410.jpg,car
train_00384.jpg,car
n02085620_574.jpg,dog
0464.jpg,bird
n02100735_216.jpg,dog
n02100735_523.jpg,dog
0261.jpg,bird
n02088094_294.jpg,dog
train_00524.jpg,car
0503.jpg,bird
n02086910_336.jpg,dog
train_00301.jpg,car
train_00372.jpg,car
0614.jpg,bird
0674.jpg,bird
n02096585_210.jpg,dog
train_00139.jpg,car
0209.jpg,bird
n02095889_10.jpg,dog
1019.jpg,bird
train_00449.jpg,car
n02093647_227.jpg,dog
0285.jpg,bird
0200.jpg,bird
n02099267_353.jpg,dog
train_00558.jpg,car
0306.jpg,bird
train_00333.jpg,car
n02097658_271.jpg,dog
0393.jpg,bird
n02096177_99.jpg,dog
0063.jpg,bird
n02097130_344.jpg,dog
n02091032_212.jpg,dog
train_00297.jpg,car
train_00130.jpg,car
n02090379_832.jpg,dog
n02098286_302.jpg,dog
n02088364_1384.jpg,dog
0604.jpg,bird
n02091244_226.jpg,dog
0451.jpg,bird
n02087394_909.jpg,dog
train_00205.jpg,car
train_00767.jpg,car
n02098286_437.jpg,dog
0231.jpg,bird
0860.jpg,bird
n02091467_287.jpg,dog
train_00289.jpg,car
n02093647_185.jpg,dog
n02089078_45.jpg,dog
0345.jpg,bird
train_00950.jpg,car
train_00940.jpg,car
train_00363.jpg,car
n02093754_51.jpg,dog
train_00212.jpg,car
train_00979.jpg,car
n02087394_138.jpg,dog
0084.jpg,bird
n02098413_624.jpg,dog
n02094258_146.jpg,dog
train_00082.jpg,car
n02098105_82.jpg,dog
0925.jpg,bird
train_00184.jpg,car
train_00843.jpg,car
0237.jpg,bird
0618.jpg,bird
0140.jpg,bird
train_00092.jpg,car
train_00476.jpg,car
train_00034.jpg,car
n02091134_835.jpg,dog
n02091032_135.jpg,dog
n02099267_488.jpg,dog
n02096294_537.jpg,dog
0146.jpg,bird
n02091244_147.jpg,dog
n02100735_1103.jpg,dog
n02096177_143.jpg,dog
n02097047_157.jpg,dog
train_00382.jpg,car
n02088238_600.jpg,dog
train_00070.jpg,car
0978.jpg,bird
n02093754_234.jpg,dog
0511.jpg,bird
n02096051_93.jpg,dog
0654.jpg,bird
train_00669.jpg,car
train_00336.jpg,car
0524.jpg,bird
train_00860.jpg,car
n02093754_367.jpg,dog
0534.jpg,bird
train_00494.jpg,car
0288.jpg,bird
train_00523.jpg,car
0635.jpg,bird
n02093256_567.jpg,dog
0389.jpg,bird
0520.jpg,bird
n02085620_712.jpg,dog
n02098413_643.jpg,dog
train_00393.jpg,car
train_00739.jpg,car
n02088238_665.jpg,dog
n02093754_115.jpg,dog
train_00998.jpg,car
train_00642.jpg,car
0067.jpg,bird
n02098105_205.jpg,dog
n02088094_227.jpg,dog
0868.jpg,bird
n02094258_50.jpg,dog
n02093428_443.jpg,dog
train_00794.jpg,car
train_00946.jpg,car
n02096585_454.jpg,dog
n02099712_365.jpg,dog
1006.jpg,bird
n02096177_244.jpg,dog
train_00869.jpg,car
n02093647_201.jpg,dog
n02093647_229.jpg,dog
n02085782_143.jpg,dog
0337.jpg,bird
train_00325.jpg,car
n02086646_117.jpg,dog
train_00001.jpg,car
1008.jpg,bird
train_00992.jpg,car
1065.jpg,bird
n02095889_136.jpg,dog
train_00228.jpg,car
n02095314_108.jpg,dog
n02093754_717.jpg,dog
n02086646_280.jpg,dog
train_00908.jpg,car
train_00174.jpg,car
0048.jpg,bird
0770.jpg,bird
n02097298_78.jpg,dog
0113.jpg,bird
train_00369.jpg,car
n02092002_198.jpg,dog
0450.jpg,bird
n02092339_14.jpg,dog
train_00489.jpg,car
train_00127.jpg,car
train_00965.jpg,car
n02090622_1253.jpg,dog
train_00572.jpg,car
n02088238_2217.jpg,dog
0418.jpg,bird
n02093256_718.jpg,dog
n02100735_748.jpg,dog
n02100735_861.jpg,dog
1044.jpg,bird
0929.jpg,bird
train_00870.jpg,car
train_00261.jpg,car
0714.jpg,bird
train_00198.jpg,car
train_00492.jpg,car
train_00101.jpg,car
n02091244_25.jpg,dog
train_00730.jpg,car
train_00582.jpg,car
1013.jpg,bird
train_00293.jpg,car
train_00805.jpg,car
n02096437_6.jpg,dog
n02100735_993.jpg,dog
n02097047_14.jpg,dog
train_00511.jpg,car
0621.jpg,bird
train_00192.jpg,car
0241.jpg,bird
0156.jpg,bird
train_00118.jpg,car
n02097298_432.jpg,dog
0827.jpg,bird
train_00323.jpg,car
n02091831_351.jpg,dog
0759.jpg,bird
0933.jpg,bird
0291.jpg,bird
0931.jpg,bird
n02096177_152.jpg,dog
0958.jpg,bird
train_00639.jpg,car
0676.jpg,bird
n02088632_255.jpg,dog
train_00186.jpg,car
train_00249.jpg,car
train_00200.jpg,car
0987.jpg,bird
0900.jpg,bird
train_00374.jpg,car
train_00217.jpg,car
train_00632.jpg,car
n02097209_15.jpg,dog
n02100236_185.jpg,dog
n02090379_601.jpg,dog
0629.jpg,bird
n02089078_80.jpg,dog
n02097474_85.jpg,dog
train_00921.jpg,car
0785.jpg,bird
train_00061.jpg,car
train_00024.jpg,car
train_00259.jpg,car
train_00802.jpg,car
train_00726.jpg,car
train_00920.jpg,car
0555.jpg,bird
0179.jpg,bird
n02093754_656.jpg,dog
train_00353.jpg,car
n02099429_212.jpg,dog
n02089867_90.jpg,dog
train_00709.jpg,car
0437.jpg,bird
train_00999.jpg,car
0853.jpg,bird
0742.jpg,bird
n02099267_720.jpg,dog
train_00809.jpg,car
n02094258_166.jpg,dog
n02090622_855.jpg,dog
train_00072.jpg,car
train_00166.jpg,car
n02089078_183.jpg,dog
0825.jpg,bird
train_00913.jpg,car
train_00424.jpg,car
train_00368.jpg,car
0047.jpg,bird
0432.jpg,bird
0020.jpg,bird
0470.jpg,bird
train_00705.jpg,car
n02097047_124.jpg,dog
n02091134_232.jpg,dog
n02093859_49.jpg,dog
0165.jpg,bird
0034.jpg,bird
0867.jpg,bird
0323.jpg,bird
train_00253.jpg,car
0810.jpg,bird
0673.jpg,bird
0187.jpg,bird
0857.jpg,bird
train_00167.jpg,car
n02093991_199.jpg,dog
train_00003.jpg,car
n02095570_393.jpg,dog
n02096437_179.jpg,dog
0783.jpg,bird
0709.jpg,bird
0556.jpg,bird
train_00757.jpg,car
0409.jpg,bird
0761.jpg,bird
0743.jpg,bird
n02095314_289.jpg,dog
1059.jpg,bird
0683.jpg,bird
0836.jpg,bird
train_00850.jpg,car
n02090379_91.jpg,dog
train_00236.jpg,car
train_00540.jpg,car
n02100236_396.jpg,dog
train_00983.jpg,car
n02096051_129.jpg,dog
n02085936_548.jpg,dog
train_00501.jpg,car
0188.jpg,bird
n02099712_221.jpg,dog
0463.jpg,bird
0410.jpg,bird
train_00579.jpg,car
0484.jpg,bird
n02086240_323.jpg,dog
n02089973_140.jpg,dog
n02099849_171.jpg,dog
0069.jpg,bird
n02086079_606.jpg,dog
n02093647_28.jpg,dog
n02100236_111.jpg,dog
n02086079_499.jpg,dog
n02094433_126.jpg,dog
n02096177_4.jpg,dog
0529.jpg,bird
train_00856.jpg,car
n02099429_121.jpg,dog
n02093991_75.jpg,dog
n02091635_215.jpg,dog
0606.jpg,bird
n02093859_86.jpg,dog
0684.jpg,bird
train_00315.jpg,car
n02088238_490.jpg,dog
n02085782_2.jpg,dog
n02096177_181.jpg,dog
0419.jpg,bird
train_00617.jpg,car
0011.jpg,bird
n02087046_81.jpg,dog
train_00444.jpg,car
train_00409.jpg,car
n02097047_271.jpg,dog
0199.jpg,bird
n02090721_464.jpg,dog
train_00855.jpg,car
n02089973_1.jpg,dog
train_00567.jpg,car
n02093428_592.jpg,dog
train_00080.jpg,car
0475.jpg,bird
n02093256_272.jpg,dog
train_00672.jpg,car
n02086079_380.jpg,dog
0228.jpg,bird
0471.jpg,bird
0083.jpg,bird
0294.jpg,bird
0101.jpg,bird
train_00944.jpg,car
n02090622_82.jpg,dog
n02088364_1128.jpg,dog
train_00650.jpg,car
n02089973_263.jpg,dog
0041.jpg,bird
n02096051_319.jpg,dog
n02096585_311.jpg,dog
0822.jpg,bird
n02093859_189.jpg,dog
n02093991_202.jpg,dog
0617.jpg,bird
0814.jpg,bird
n02088238_664.jpg,dog
0366.jpg,bird
n02093859_10.jpg,dog
n02097209_283.jpg,dog
n02092339_31.jpg,dog
0928.jpg,bird
n02099601_176.jpg,dog
train_00103.jpg,car
train_00877.jpg,car
train_00089.jpg,car
n02099712_475.jpg,dog
n02088364_852.jpg,dog
train_00727.jpg,car
train_00674.jpg,car
0182.jpg,bird
train_00898.jpg,car
train_00872.jpg,car
n02098286_104.jpg,dog
n02090622_693.jpg,dog
n02096437_140.jpg,dog
n02097658_98.jpg,dog
train_00656.jpg,car
n02099429_249.jpg,dog
train_00399.jpg,car
n02091635_386.jpg,dog
train_00283.jpg,car
0507.jpg,bird
train_00515.jpg,car
1060.jpg,bird
0751.jpg,bird
n02087394_36.jpg,dog
train_00874.jpg,car
0153.jpg,bird
0486.jpg,bird
n02092002_149.jpg,dog
0807.jpg,bird
0940.jpg,bird
0066.jpg,bird
n02099601_142.jpg,dog
n02099712_209.jpg,dog
train_00057.jpg,car
n02089078_141.jpg,dog
0271.jpg,bird
n02086240_272.jpg,dog
train_00560.jpg,car
n02085936_126.jpg,dog
train_00116.jpg,car
train_00063.jpg,car
train_00889.jpg,car
0791.jpg,bird
0479.jpg,bird
0469.jpg,bird
n02097658_6.jpg,dog
train_00013.jpg,car
n02091467_473.jpg,dog
0573.jpg,bird
n02096177_3.jpg,dog
0269.jpg,bird
n02100236_295.jpg,dog
n02085936_426.jpg,dog
0249.jpg,bird
0233.jpg,bird
0370.jpg,bird
n02091831_566.jpg,dog
1005.jpg,bird
train_00128.jpg,car
n02100583_516.jpg,dog
0588.jpg,bird
0259.jpg,bird
train_00190.jpg,car
0380.jpg,bird
train_00102.jpg,car
0689.jpg,bird
0943.jpg,bird
train_00667.jpg,car
0505.jpg,bird
0546.jpg,bird
n02089973_251.jpg,dog
0838.jpg,bird
0875.jpg,bird
0713.jpg,bird
train_00959.jpg,car
n02087394_101.jpg,dog
n02091831_97.jpg,dog
1011.jpg,bird
0648.jpg,bird
n02098105_100.jpg,dog
n02098105_214.jpg,dog
0213.jpg,bird
train_00653.jpg,car
train_00711.jpg,car
0599.jpg,bird
train_00645.jpg,car
train_00585.jpg,car
train_00112.jpg,car
0496.jpg,bird
train_00995.jpg,car
0499.jpg,bird
n02096585_169.jpg,dog
0602.jpg,bird
n02098105_398.jpg,dog
n02098413_178.jpg,dog
train_00413.jpg,car
train_00905.jpg,car
train_00292.jpg,car
n02098286_118.jpg,dog
n02091244_156.jpg,dog
0363.jpg,bird
0896.jpg,bird
n02092339_205.jpg,dog
train_00644.jpg,car
0181.jpg,bird
n02095889_270.jpg,dog
0903.jpg,bird
train_00545.jpg,car
0007.jpg,bird
train_00257.jpg,car
0726.jpg,bird
train_00230.jpg,car
n02088466_654.jpg,dog
n02090721_342.jpg,dog
n02086646_282.jpg,dog
0794.jpg,bird
n02088466_1563.jpg,dog
n02093256_759.jpg,dog
train_00779.jpg,car
0028.jpg,bird
n02099849_31.jpg,dog
n02090379_855.jpg,dog
n02099601_100.jpg,dog
train_00526.jpg,car
train_00622.jpg,car
n02091831_151.jpg,dog
train_00866.jpg,car
0012.jpg,bird
0647.jpg,bird
train_00764.jpg,car
n02088466_1015.jpg,dog
n02094114_61.jpg,dog
train_00244.jpg,car
train_00375.jpg,car
0640.jpg,bird
n02092002_348.jpg,dog
n02091244_142.jpg,dog
train_00219.jpg,car
n02093256_417.jpg,dog
train_00763.jpg,car
train_00151.jpg,car
n02096437_4.jpg,dog
1014.jpg,bird
0587.jpg,bird
train_00684.jpg,car
train_00273.jpg,car
train_00858.jpg,car
train_00571.jpg,car
0275.jpg,bird
train_00043.jpg,car
0645.jpg,bird
0037.jpg,bird
train_00662.jpg,car
1031.jpg,bird
n02094114_346.jpg,dog
n02089973_289.jpg,dog
0314.jpg,bird
train_00026.jpg,car
n02093754_175.jpg,dog
n02098286_278.jpg,dog
0056.jpg,bird
train_00247.jpg,car
n02086910_334.jpg,dog
n02093428_632.jpg,dog
0482.jpg,bird
n02096437_148.jpg,dog
n02097474_65.jpg,dog
0884.jpg,bird
n02100877_151.jpg,dog
train_00211.jpg,car
n02095889_41.jpg,dog
train_00046.jpg,car
0390.jpg,bird
train_00496.jpg,car
train_00961.jpg,car
n02091032_5.jpg,dog
train_00911.jpg,car
n02098413_631.jpg,dog
n02096051_183.jpg,dog
train_00665.jpg,car
n02097658_292.jpg,dog
n02086910_26.jpg,dog
train_00390.jpg,car
0974.jpg,bird
0600.jpg,bird
0272.jpg,bird
train_00383.jpg,car
0670.jpg,bird
n02094433_540.jpg,dog
n02093256_774.jpg,dog
0125.jpg,bird
train_00593.jpg,car
train_00225.jpg,car
0424.jpg,bird
n02097047_37.jpg,dog
n02092339_107.jpg,dog
n02091244_150.jpg,dog
train_00679.jpg,car
train_00591.jpg,car
1040.jpg,bird
n02100583_543.jpg,dog
train_00137.jpg,car
0494.jpg,bird
0545.jpg,bird
n02089973_208.jpg,dog
train_00470.jpg,car
n02092002_109.jpg,dog
train_00237.jpg,car
0708.jpg,bird
0190.jpg,bird
n02093256_540.jpg,dog
train_00348.jpg,car
train_00366.jpg,car
train_00878.jpg,car
0105.jpg,bird
n02099601_70.jpg,dog
train_00050.jpg,car
0258.jpg,bird
0872.jpg,bird
train_00939.jpg,car
0774.jpg,bird
0124.jpg,bird
0332.jpg,bird
train_00976.jpg,car
0013.jpg,bird
0804.jpg,bird
0064.jpg,bird
0031.jpg,bird
0790.jpg,bird
0060.jpg,bird
n02099601_14.jpg,dog
n02091032_358.jpg,dog
n02085620_199.jpg,dog
0329.jpg,bird
0476.jpg,bird
0103.jpg,bird
n02093647_24.jpg,dog
train_00266.jpg,car
0653.jpg,bird
n02086910_695.jpg,dog
0652.jpg,bird
0831.jpg,bird
train_00586.jpg,car
n02093754_667.jpg,dog
train_00783.jpg,car
train_00193.jpg,car
train_00771.jpg,car
train_00806.jpg,car
0938.jpg,bird
train_00728.jpg,car
train_00924.jpg,car
train_00264.jpg,car
train_00752.jpg,car
n02085620_242.jpg,dog
0411.jpg,bird
0017.jpg,bird
0658.jpg,bird
train_00882.jpg,car
train_00432.jpg,car
train_00254.jpg,car
n02093754_123.jpg,dog
n02089973_2.jpg,dog
n02096051_119.jpg,dog
n02087046_224.jpg,dog
n02093754_180.jpg,dog
n02097130_448.jpg,dog
train_00324.jpg,car
0065.jpg,bird
0481.jpg,bird
0281.jpg,bird
train_00188.jpg,car
0979.jpg,bird
0263.jpg,bird
0522.jpg,bird
n02099429_16.jpg,dog
0516.jpg,bird
0756.jpg,bird
train_00664.jpg,car
0024.jpg,bird
train_00546.jpg,car
0695.jpg,bird
n02100877_102.jpg,dog
n02087046_406.jpg,dog
n02095314_80.jpg,dog
train_00319.jpg,car
train_00720.jpg,car
n02090622_391.jpg,dog
0564.jpg,bird
1021.jpg,bird
n02100583_264.jpg,dog
n02085782_17.jpg,dog
train_00556.jpg,car
0362.jpg,bird
n02091635_192.jpg,dog
0162.jpg,bird
train_00914.jpg,car
0569.jpg,bird
train_00408.jpg,car
0405.jpg,bird
n02091831_410.jpg,dog
train_00825.jpg,car
0991.jpg,bird
train_00218.jpg,car
train_00968.jpg,car
0530.jpg,bird
0949.jpg,bird
train_00069.jpg,car
0854.jpg,bird
0552.jpg,bird
train_00519.jpg,car
train_00550.jpg,car
train_00641.jpg,car
0417.jpg,bird
0195.jpg,bird
train_00810.jpg,car
train_00117.jpg,car
train_00790.jpg,car
train_00460.jpg,car
train_00250.jpg,car
n02099712_357.jpg,dog
n02087046_505.jpg,dog
train_00637.jpg,car
0894.jpg,bird
train_00715.jpg,car
0746.jpg,bird
train_00320.jpg,car
0422.jpg,bird
n02091244_169.jpg,dog
n02097209_213.jpg,dog
train_00376.jpg,car
n02089867_42.jpg,dog
train_00144.jpg,car
0598.jpg,bird
n02091032_347.jpg,dog
0798.jpg,bird
train_00531.jpg,car
train_00142.jpg,car
0566.jpg,bird
n02091134_145.jpg,dog
n02085782_82.jpg,dog
train_00380.jpg,car
train_00518.jpg,car
0705.jpg,bird
n02089973_32.jpg,dog
n02100583_830.jpg,dog
0250.jpg,bird
0935.jpg,bird
n02091134_738.jpg,dog
train_00356.jpg,car
train_00487.jpg,car
n02089867_24.jpg,dog
0279.jpg,bird
train_00401.jpg,car
train_00862.jpg,car
0132.jpg,bird
train_00605.jpg,car
0758.jpg,bird
n02097130_63.jpg,dog
train_00808.jpg,car
n02100583_12.jpg,dog
train_00925.jpg,car
train_00884.jpg,car
n02091032_256.jpg,dog
train_00611.jpg,car
n02088238_1731.jpg,dog
0456.jpg,bird
train_00417.jpg,car
n02096051_517.jpg,dog
train_00894.jpg,car
n02097298_200.jpg,dog
0087.jpg,bird
n02099849_253.jpg,dog
0155.jpg,bird
n02085782_28.jpg,dog
n02090379_709.jpg,dog
train_00543.jpg,car
train_00829.jpg,car
train_00104.jpg,car
0447.jpg,bird
0130.jpg,bird
train_00972.jpg,car
n02093754_476.jpg,dog
train_00962.jpg,car
0739.jpg,bird
n02090721_452.jpg,dog
0116.jpg,bird
0721.jpg,bird
0985.jpg,bird
n02090379_243.jpg,dog
train_00915.jpg,car
0264.jpg,bird
n02097047_328.jpg,dog
train_00068.jpg,car
train_00020.jpg,car
n02088632_70.jpg,dog
n02100583_473.jpg,dog
n02099849_140.jpg,dog
train_00873.jpg,car
n02090721_296.jpg,dog
0722.jpg,bird
n02088466_2986.jpg,dog
train_00045.jpg,car
n02097298_195.jpg,dog
0826.jpg,bird
train_00469.jpg,car
n02096585_318.jpg,dog
n02096437_29.jpg,dog
train_00879.jpg,car
train_00049.jpg,car
0877.jpg,bird
train_00504.jpg,car
1058.jpg,bird
n02091032_20.jpg,dog
train_00947.jpg,car
train_00977.jpg,car
train_00238.jpg,car
n02086240_306.jpg,dog
0268.jpg,bird
train_00251.jpg,car
train_00592.jpg,car
train_00269.jpg,car
train_00682.jpg,car
n02100583_854.jpg,dog
0015.jpg,bird
train_00978.jpg,car
train_00327.jpg,car
train_00788.jpg,car
0107.jpg,bird
0502.jpg,bird
train_00822.jpg,car
n02086646_118.jpg,dog
0191.jpg,bird
0062.jpg,bird
1034.jpg,bird
n02088094_305.jpg,dog
n02094433_266.jpg,dog
train_00248.jpg,car
train_00154.jpg,car
0229.jpg,bird
0407.jpg,bird
0161.jpg,bird
n02100236_308.jpg,dog
0022.jpg,bird
n02099429_244.jpg,dog
0583.jpg,bird
train_00010.jpg,car
train_00660.jpg,car
train_00262.jpg,car
train_00697.jpg,car
0177.jpg,bird
1018.jpg,bird
n02097658_319.jpg,dog
train_00729.jpg,car
0443.jpg,bird
n02093256_836.jpg,dog
0093.jpg,bird
train_00963.jpg,car
0956.jpg,bird
n02091134_732.jpg,dog
train_00633.jpg,car
train_00677.jpg,car
0990.jpg,bird
1036.jpg,bird
n02090379_521.jpg,dog
train_00760.jpg,car
train_00952.jpg,car
n02090379_433.jpg,dog
train_00260.jpg,car
train_00427.jpg,car
0962.jpg,bird
0168.jpg,bird
n02099429_248.jpg,dog
train_00887.jpg,car
n02098286_275.jpg,dog
n02085782_126.jpg,dog
n02099849_68.jpg,dog
n02092339_174.jpg,dog
train_00508.jpg,car
0952.jpg,bird
0532.jpg,bird
n02100735_1204.jpg,dog
n02094258_112.jpg,dog
0685.jpg,bird
n02093256_264.jpg,dog
0915.jpg,bird
train_00285.jpg,car
n02100877_648.jpg,dog
train_00150.jpg,car
0444.jpg,bird
train_00534.jpg,car
0830.jpg,bird
n02088364_161.jpg,dog
train_00606.jpg,car
0999.jpg,bird
train_00812.jpg,car
1010.jpg,bird
0632.jpg,bird
train_00594.jpg,car
train_00331.jpg,car
n02089973_255.jpg,dog
train_00234.jpg,car
train_00562.jpg,car
0514.jpg,bird
0892.jpg,bird
train_00406.jpg,car
0348.jpg,bird
0636.jpg,bird
n02086910_54.jpg,dog
n02094114_382.jpg,dog
train_00277.jpg,car
n02087394_760.jpg,dog
n02092002_120.jpg,dog
train_00736.jpg,car
1030.jpg,bird
0795.jpg,bird
n02086079_356.jpg,dog
0287.jpg,bird
0895.jpg,bird
train_00226.jpg,car
train_00777.jpg,car
train_00452.jpg,car
n02099429_109.jpg,dog
0607.jpg,bird
train_00185.jpg,car
0068.jpg,bird
0452.jpg,bird
train_00002.jpg,car
0308.jpg,bird
0679.jpg,bird
n02089867_142.jpg,dog
0763.jpg,bird
0802.jpg,bird
train_00789.jpg,car
train_00613.jpg,car
n02092002_49.jpg,dog
train_00085.jpg,car
train_00275.jpg,car
n02089867_126.jpg,dog
n02093256_626.jpg,dog
train_00009.jpg,car
train_00446.jpg,car
0591.jpg,bird
0554.jpg,bird
0394.jpg,bird
train_00901.jpg,car
0725.jpg,bird
train_00636.jpg,car
0490.jpg,bird
0982.jpg,bird
0806.jpg,bird
0755.jpg,bird
train_00769.jpg,car
0637.jpg,bird
0045.jpg,bird
train_00347.jpg,car
train_00985.jpg,car
n02088238_363.jpg,dog
n02094114_113.jpg,dog
0079.jpg,bird
n02100877_18.jpg,dog
1061.jpg,bird
0849.jpg,bird
n02094114_140.jpg,dog
0240.jpg,bird
train_00162.jpg,car
n02090622_906.jpg,dog
train_00816.jpg,car
train_00589.jpg,car
0248.jpg,bird
0671.jpg,bird
0976.jpg,bird
n02097658_277.jpg,dog
0104.jpg,bird
0535.jpg,bird
0349.jpg,bird
0904.jpg,bird
0473.jpg,bird
n02094433_668.jpg,dog
n02085620_431.jpg,dog
