"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date","Altitude","file.name","Spectrogram_small","Spectrogram_med","Spectrogram_large","Spectrogram_full","Length","Uploaded","Other_species","Remarks","Bird_seen","Playback_used","Other_species1","Other_species2","Other_species3","Other_species4","Other_species5","Other_species6","Other_species7","Other_species8","Other_species9","Other_species10","Other_species11","Other_species12","Other_species13","Other_species14","Other_species15","Other_species16","Other_species17","Other_species18","Other_species19","Other_species20","Other_species21","Other_species22","Other_species23","Other_species24","Other_species25","Other_species26","Other_species27","Other_species28","Other_species29","Other_species30","Species","Path"
359286,"Parus","major","","Great Tit","Albert Lastukhin","Russian Federation","Cheboksarskiy rayon, Chuvashia",56.1318,47.3973,"male, song, song","//www.xeno-canto.org/359286/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/359286","B","09:30","2017-03-16","120","XC359286-Parus 170315_002,Берег Волги, Пихтулино,A.MP3","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC359286-small.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC359286-med.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC359286-large.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC359286-full.png","0:34","2017-03-16","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-359286.mp3"
131706,"Parus","major","","Great Tit","Fernand DEROUSSEN","France","Val-Maravel, Drome, Rhone-Alpes",44.5919,5.5699,"male, song","//www.xeno-canto.org/131706/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/131706","B","09:00","2013-04-27","850","XC131706-2013042704_0859_Parus major_mono_F DEROUSSEN.mp3","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC131706-small.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC131706-med.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC131706-large.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC131706-full.png","1:12","2013-04-28","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-131706.mp3"
301900,"Parus","major","","Great Tit","Jordi Calvet","Spain","Collbató, Baix Llobregat, Catalunya",41.5676,1.8356,"male, song","//www.xeno-canto.org/301900/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/301900","B","12:22","2016-01-30","400","XC301900-PARMAJ12h22m02s30jan2016 (2).mp3","//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC301900-small.png","//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC301900-med.png","//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC301900-large.png","//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC301900-full.png","0:57","2016-02-01","Sylvia melanocephala","same as XC301899","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-301900.mp3"
298864,"Parus","major","","Great Tit","Manuel Grosselet","France","Valle du gesvres entre pont de forges et Pont de la Verriere, La Chapelle-sur-Erdre, Loire-Atlantique, Pays de la Loire",47.2856,-1.567,"male, song","//www.xeno-canto.org/298864/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/298864","B","10:30","2016-01-10","10","XC298864-Mesange charbonniere male.mp3","//www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/ffts/XC298864-small.png","//www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/ffts/XC298864-med.png","//www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/ffts/XC298864-large.png","//www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/ffts/XC298864-full.png","0:48","2016-01-10","","wildtronics","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-298864.mp3"
480475,"Parus","major","","Great Tit","Albert Lastukhin","Azerbaijan","Cəngəmiran, Lerik, Ardabil Province",38.76,48.4359,"male, song","//www.xeno-canto.org/480475/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/480475","B","07:00","2019-04-07","1100","XC480475-Parus major 190407_002, AAB.MP3","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480475-small.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480475-med.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480475-large.png","//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC480475-full.png","1:10","2019-06-11","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-480475.mp3"
200095,"Parus","major","","Great Tit","david m","United Kingdom","Dervaig, Argyll and Bute, Scotland",56.5815,-6.1876,"male, song","//www.xeno-canto.org/200095/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/200095","B","07:47","2013-04-14","0","XC200095-T01B.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC200095-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC200095-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC200095-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC200095-full.png","0:53","2014-10-27","","Great tit song  ... not filtered ... parabolic ... windy ...","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-200095.mp3"
455702,"Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Iłowo-Osada (near  Mansfeldy), Działdowo County, Warmian-Masurian Voivodeship",53.1474,20.2614,"male, song","//www.xeno-canto.org/455702/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/455702","B","08:00","2019-02-09","160","XC455702-Parmaj-m-s_poland_psz_7.55_190209-6610.mp3","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC455702-small.png","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC455702-med.png","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC455702-large.png","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC455702-full.png","0:50","2019-02-10",NA,"","yes","no","Regulus regulus","Sitta europaea","Cyanistes caeruleus","Lophophanes cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-455702.mp3"
466803,"Parus","major","","Great Tit","Kucherenko Volodymyr","Ukraine","Simferopol",44.9406,34.1329,"male, song","//www.xeno-canto.org/466803/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/466803","B","10:00","2019-04-15","260","XC466803-130622_006_1.mp3","//www.xeno-canto.org/sounds/uploaded/GUCOMZZMXJ/ffts/XC466803-small.png","//www.xeno-canto.org/sounds/uploaded/GUCOMZZMXJ/ffts/XC466803-med.png","//www.xeno-canto.org/sounds/uploaded/GUCOMZZMXJ/ffts/XC466803-large.png","//www.xeno-canto.org/sounds/uploaded/GUCOMZZMXJ/ffts/XC466803-full.png","0:45","2019-04-15","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-466803.mp3"
129323,"Parus","major","","Great Tit","Herman van der Meer","Netherlands","Zuidoost Singelsgracht e.o., Den Haag, ZH",52.0775,4.3249,"male, song","//www.xeno-canto.org/129323/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/129323","A","04:55","2013-04-12","0.5","XC129323-Km-St3_Zog_130410-1a_xc.mp3","//www.xeno-canto.org/sounds/uploaded/OXKHFMOYKQ/ffts/XC129323-small.png","//www.xeno-canto.org/sounds/uploaded/OXKHFMOYKQ/ffts/XC129323-med.png","//www.xeno-canto.org/sounds/uploaded/OXKHFMOYKQ/ffts/XC129323-large.png","//www.xeno-canto.org/sounds/uploaded/OXKHFMOYKQ/ffts/XC129323-full.png","2:55","2013-04-13","","Part 1 of 7. Six songtypes and variants from the same session. Resident urban male near nest box between two and one hour before sunrise. Recording distance 1 - 3 m.
See also  XC129324  XC129325  XC129326  XC129327  XC129328  XC129329","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-129323.mp3"
181530,"Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/181530/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/181530","A","06:40","2013-06-29","80","XC181530-T10.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC181530-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC181530-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC181530-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC181530-full.png","1:53","2014-06-09","","Great tit song ... not filtered ... parabolic ...","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-181530.mp3"
168924,"Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny (near  Lewiczyn), Mława County, Masovian Voivodeship",53.1321,20.2616,"male, song","//www.xeno-canto.org/168924/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/168924","A","10:30","2014-03-04","160","XC168924-Parmaj-Smale_Poland_PSZ_2014_03_04_2381.mp3","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC168924-small.png","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC168924-med.png","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC168924-large.png","//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC168924-full.png","0:58","2014-03-06",NA,"Same bird XC169922 and XC168923. Habitat: coniferous forest.","yes","no","Poecile montanus","Lophophanes cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-168924.mp3"
532226,"Parus","major","","Great Tit","Fernand Deroussen","France","Paris, Arrondissement de Paris, Île-de-France",48.8266,2.414,"male, song","//www.xeno-canto.org/532226/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/532226","B","09:30","2020-03-07","50","XC532226-2020030710_0939_Parus major_chant_TTB.mp3","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC532226-small.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC532226-med.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC532226-large.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC532226-full.png","1:13","2020-03-07","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus major","mp3//Parus-major-532226.mp3"
206851,"Turdus","merula","","Common Blackbird","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"call, male, song","//www.xeno-canto.org/206851/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/206851","B","04:52","2013-05-11","80","XC206851-T04.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC206851-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC206851-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC206851-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC206851-full.png","3:27","2014-12-18",NA,"Blackbird song and calls soundscape ... not filtered ... parabolic ...","yes","no","Turdus philomelos","Streptopelia decaocto","Fringilla coelebs","Columba palumbus","Parus major","Carduelis carduelis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-206851.mp3"
72862,"Turdus","merula","merula","Common Blackbird","Stuart Fisher","United Kingdom","Bromley by Bow, London ",51.5278,-0.0101,"male, song","//www.xeno-canto.org/72862/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/72862","B","07:15","2011-03-11","?","Blackbird3Mill2.mp3","//www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC72862-small.png","//www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC72862-med.png","//www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC72862-large.png","//www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC72862-full.png","0:43","2011-03-12","Fringilla coelebs","","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-72862.mp3"
132596,"Turdus","merula","merula","Common Blackbird","Jarek Matusiak","Poland","Roztoki, Tarnawa Niżna, Poland",49.105,22.788,"male, song","//www.xeno-canto.org/132596/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/132596","A","09:00","2011-03-31","850","XC132596-Turdus_merula_Poland_Jarek_Matusiak_20110331-049.mp3","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC132596-small.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC132596-med.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC132596-large.png","//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC132596-full.png","0:53","2013-05-06","Turdus viscivorus","characteristic monotonous/stereotypic type of voice in the range of Ring Ouzel Turdus torquatus/ Polish mountains","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-132596.mp3"
129088,"Turdus","merula","","Common Blackbird","Elias A. Ryberg","Norway","Furnes, Hosbjor, county of Hedmark ",60.8834,11.01,"male, song","//www.xeno-canto.org/129088/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/129088","A","08:00","2013-04-09","420","XC129088-Svarttrost Hosbjor - 09.04.2013 kl. 08.00 .mp3","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC129088-small.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC129088-med.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC129088-large.png","//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC129088-full.png","1:45","2013-04-09",NA,"An old friend has again  arrived at Høsbjør - a tribute to Alicia","yes","no","Dendrocopos major","Pyrrhula pyrrhula","Dryocopus martius","Corvus cornix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-129088.mp3"
132618,"Turdus","merula","","Common Blackbird","Krzysiek Deoniziak","Poland","Chlebowo, Wielkopolskie Voivodeship",52.749,16.7669,"male, song","//www.xeno-canto.org/132618/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/132618","B","07:00","2013-05-02","70","XC132618-tumer_chlebowo_06.05.2013.mp3","//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC132618-small.png","//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC132618-med.png","//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC132618-large.png","//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC132618-full.png","0:30","2013-05-06",NA,"","no","no","Phylloscopus sibilatrix","Fringilla coelebs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-132618.mp3"
177721,"Turdus","merula","","Common Blackbird","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/177721/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/177721","B","05:35","2014-03-16","80","XC177721-T01.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC177721-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC177721-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC177721-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC177721-full.png","3:32","2014-05-08","","Blackbird song ... not filtered ... parabolic ...","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-177721.mp3"
197097,"Turdus","merula","","Common Blackbird","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/197097/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/197097","B","08:12","2013-07-07","80","XC197097-T10.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC197097-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC197097-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC197097-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC197097-full.png","3:13","2014-09-29","","Blackbird song  ... not filtered ... parabolic ...","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-197097.mp3"
155897,"Turdus","merula","","Common Blackbird","Krzysztof Deoniziak","Poland","Miłostowo, Poznań, Wielkopolskie Voivodeship",52.4193,17.0157,"male, song","//www.xeno-canto.org/155897/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/155897","B","06:30","2013-05-03","80","XC155897-kos_poznan_03.05.2013.mp3","//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC155897-small.png","//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC155897-med.png","//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC155897-large.png","//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC155897-full.png","5:35","2013-11-28",NA,"Recorded with Wildlife Acoustics Song Meter SM2+.","no","no","Ficedula hypoleuca","Parus major","Fringilla coelebs","Turdus philomelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-155897.mp3"
394983,"Turdus","merula","","Common Blackbird","Frank Holzapfel","Germany","Enzkreis (near  Mühlacker), Karlsruhe, Baden-Württemberg",48.9218,8.8902,"male, song","//www.xeno-canto.org/394983/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/394983","B","19:55","2017-05-14","360","XC394983-170514AmselGesangFH 1955.mp3","//www.xeno-canto.org/sounds/uploaded/NKZQLCJFUU/ffts/XC394983-small.png","//www.xeno-canto.org/sounds/uploaded/NKZQLCJFUU/ffts/XC394983-med.png","//www.xeno-canto.org/sounds/uploaded/NKZQLCJFUU/ffts/XC394983-large.png","//www.xeno-canto.org/sounds/uploaded/NKZQLCJFUU/ffts/XC394983-full.png","6:09","2017-12-03","","Perched on tree. Fruit orchard between mixed forest and farmland.","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-394983.mp3"
180743,"Turdus","merula","","Common Blackbird","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/180743/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/180743","B","04:50","2013-06-19","80","XC180743-T04.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC180743-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC180743-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC180743-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC180743-full.png","4:21","2014-06-03","","Blackbird song soundscape ... not filtered ... pair of open lavalier mics on the end of a fishing landing net pole ...","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-180743.mp3"
207245,"Turdus","merula","","Common Blackbird","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England",54.12,-0.5445,"male, song","//www.xeno-canto.org/207245/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/207245","B","08:00","2013-05-21","80","XC207245-LS113002.mp3","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC207245-small.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC207245-med.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC207245-large.png","//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC207245-full.png","2:34","2014-12-21","Emberiza citrinella","Blackbird  song ... not filtered ... parabolic ... windy ...","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-207245.mp3"
537177,"Turdus","merula","","Common Blackbird","Délfin Gonzalez","Spain","Barajas, Madrid, Comunidad de Madrid",40.4676,-3.5821,"adult, male, song","//www.xeno-canto.org/537177/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/537177","A","04:00","2020-03-22","650","XC537177-Mirlo Común.mp3","//www.xeno-canto.org/sounds/uploaded/WITNXAWKCA/ffts/XC537177-small.png","//www.xeno-canto.org/sounds/uploaded/WITNXAWKCA/ffts/XC537177-med.png","//www.xeno-canto.org/sounds/uploaded/WITNXAWKCA/ffts/XC537177-large.png","//www.xeno-canto.org/sounds/uploaded/WITNXAWKCA/ffts/XC537177-full.png","1:37","2020-03-22","","","no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-537177.mp3"
318262,"Turdus","merula","","Common Blackbird","Ashley Fisher","United Kingdom","Porth Hellick, St Mary's, Isles of Scilly, England",49.918,-6.2876,"male, song","//www.xeno-canto.org/318262/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/318262","A","20:10","2016-05-23","10","XC318262-B20h05m48s23may2016_Blackbird_Porth_Hellick.mp3","//www.xeno-canto.org/sounds/uploaded/ECOQJFBNFA/ffts/XC318262-small.png","//www.xeno-canto.org/sounds/uploaded/ECOQJFBNFA/ffts/XC318262-med.png","//www.xeno-canto.org/sounds/uploaded/ECOQJFBNFA/ffts/XC318262-large.png","//www.xeno-canto.org/sounds/uploaded/ECOQJFBNFA/ffts/XC318262-full.png","2:30","2016-05-24","","Singing atop row of Rusty Willows.","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-318262.mp3"
215581,"Turdus","merula","","Common Blackbird","Henk Krajenbrink","Netherlands","Rheden, Rheden, Gelderland",52.0274,6.0454,"male, song","//www.xeno-canto.org/215581/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/215581","A","07:30","2013-04-21","90","XC215581-LS_50003_merel.mp3","//www.xeno-canto.org/sounds/uploaded/LWOEIVFOSZ/ffts/XC215581-small.png","//www.xeno-canto.org/sounds/uploaded/LWOEIVFOSZ/ffts/XC215581-med.png","//www.xeno-canto.org/sounds/uploaded/LWOEIVFOSZ/ffts/XC215581-large.png","//www.xeno-canto.org/sounds/uploaded/LWOEIVFOSZ/ffts/XC215581-full.png","0:32","2015-03-05",NA,"Recording modified slightly (high-pass filtering, noise removal)","unknown","no","Erithacus rubecula","Cyanistes caeruleus","Parus major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turdus merula","mp3//Turdus-merula-215581.mp3"
